"North Dakota Department of Health and Human Services",,,,,,,,,,,,,,,,,,,
"ND Medicaid Professional Services Fee Schedule",,,,,,,,,,,,,,,,,,,
"Inclusion or exclusion of a procedure code, supply, product, or service does not imply Medicaid coverage, reimbursement, or lack thereof.",,,,,,,,,,,,,,,,,,,
"Data Updated as of 02/08/2026",,,,,,,,,,,,,,,,,,,
"Code","Short Description","Category","Covered","Coverage Notes","Telehealth Allowed","Modifier Required","Professional Rate","Technical Rate","General Rate","ASC Rate","NDC Required","FQHC Generate Encounter","RHC Generate Encounter","IHS/Tribal Generate Encounter","ORP Provider NPI Required","Service Authorization Required","LCD/NCD","EVV","General Notes"
"99204","Office o/p new mod 45 min","Professional","Yes",,"Yes",,,,"$181.64","Not Allowed","No","Yes","Yes","Yes","No","No",,,"Telehealth allowed on Medicare primary claims only"
"99205","Office o/p new hi 60 min","Professional","Yes",,"Yes",,,,"$239.86","Not Allowed","No","Yes","Yes","Yes","No","No",,,"Telehealth allowed on Medicare primary claims only"
"99211","Off/op est may x req phy/qhp","Professional","Yes",,"Yes",,,,"$25.79","Not Allowed","No","Yes","Yes","Yes","No","No",,,"Telehealth allowed on Medicare primary claims only"
"99212","Office o/p est sf 10 min","Professional","Yes",,"Yes",,,,"$61.90","Not Allowed","No","Yes","Yes","Yes","No","No",,,"Telehealth allowed on Medicare primary claims only"
"99213","Office o/p est low 20 min","Professional","Yes",,"Yes",,,,"$99.48","Not Allowed","No","Yes","Yes","Yes","No","No",,,"Telehealth allowed on Medicare primary claims only"
"99214","Office o/p est mod 30 min","Professional","Yes",,"Yes",,,,"$140.01","Not Allowed","No","Yes","Yes","Yes","No","No",,,"Telehealth allowed on Medicare primary claims only"
"99215","Office o/p est hi 40 min","Professional","Yes",,"Yes",,,,"$196.38","Not Allowed","No","Yes","Yes","Yes","No","No",,,"Telehealth allowed on Medicare primary claims only"
"99221","1st hosp ip/obs sf/low 40","Professional","Yes",,"Yes",,,,"$87.69","Not Allowed","No","No","No","No","No","No",,,
"99222","1st hosp ip/obs moderate 55","Professional","Yes",,"Yes",,,,"$138.90","Not Allowed","No","No","No","No","No","No",,,
"99223","1st hosp ip/obs high 75","Professional","Yes",,"Yes",,,,"$185.33","Not Allowed","No","No","No","No","No","No",,,
"99231","Sbsq hosp ip/obs sf/low 25","Professional","Yes",,"Yes",,,,"$52.32","Not Allowed","No","No","No","No","No","No",,,
"99232","Sbsq hosp ip/obs moderate 35","Professional","Yes",,"Yes",,,,"$84.74","Not Allowed","No","No","No","No","No","No",,,
"99233","Sbsq hosp ip/obs high 50","Professional","Yes",,"Yes",,,,"$126.74","Not Allowed","No","No","No","No","No","No",,,
"99234","Hosp ip/obs sm dt sf/low 45","Professional","Yes",,"Yes",,,,"$103.90","Not Allowed","No","No","No","No","No","No",,,
"99235","Hosp ip/obs same date mod 70","Professional","Yes",,"Yes",,,,"$169.48","Not Allowed","No","No","No","No","No","No",,,
"99236","Hosp ip/obs same date hi 85","Professional","Yes",,"Yes",,,,"$221.43","Not Allowed","No","No","No","No","No","No",,,
"99238","Hosp ip/obs dschrg mgmt 30/<","Professional","Yes",,"Yes",,,,"$86.95","Not Allowed","No","No","No","No","No","No",,,
"99239","Hosp ip/obs dschrg mgmt >30","Professional","Yes",,"Yes",,,,"$123.06","Not Allowed","No","No","No","No","No","No",,,
"99242","Off/op consltj new/est sf 20","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99243","Off/op cnsltj new/est low 30","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99244","Off/op cnsltj new/est mod 40","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99245","Off/op consltj new/est hi 55","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99252","Ip/obs consltj new/est sf 35","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99253","Ip/obs cnsltj new/est low 45","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99254","Ip/obs cnsltj new/est mod 60","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99255","Ip/obs consltj new/est hi 80","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99281","Emr dpt vst mayx req phy/qhp","Professional","Yes",,"Yes",,,,"$12.16","Not Allowed","No","No","No","Yes","No","No",,,
"99282","Emergency dept visit sf mdm","Professional","Yes",,"Yes",,,,"$44.21","Not Allowed","No","No","No","Yes","No","No",,,
"99283","Emergency dept visit low mdm","Professional","Yes",,"Yes",,,,"$74.79","Not Allowed","No","No","No","Yes","No","No",,,
"99284","Emergency dept visit mod mdm","Professional","Yes",,"Yes",,,,"$127.48","Not Allowed","No","No","No","Yes","No","No",,,
"99285","Emergency dept visit hi mdm","Professional","Yes",,"Yes",,,,"$184.59","Not Allowed","No","No","No","Yes","No","No",,,
"99288","Direct advanced life support","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99291","Critical care first hour","Professional","Yes",,"Yes",,,,"$294.75","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"99292","Critical care addl 30 min","Professional","Yes",,"Yes",,,,"$127.85","Not Allowed","No","No","No","No","No","No",,,
"99304","1st nf care sf/low mdm 25","Professional","Yes",,"Yes",,,,"$86.22","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"99305","1st nf care moderate mdm 35","Professional","Yes",,"Yes",,,,"$143.32","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"99306","1st nf care high mdm 50","Professional","Yes",,"Yes",,,,"$195.64","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"99307","Sbsq nf care sf mdm 10","Professional","Yes",,"Yes",,,,"$43.11","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"99308","Sbsq nf care low mdm 20","Professional","Yes",,"Yes",,,,"$80.32","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"99309","Sbsq nf care moderate mdm 30","Professional","Yes",,"Yes",,,,"$116.43","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"99310","Sbsq nf care high mdm 45","Professional","Yes",,"Yes",,,,"$165.43","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"99315","Nf dschrg mgmt 30 min/less","Professional","Yes",,"Yes",,,,"$87.69","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"99316","Nf dschrg mgmt 30 min+","Professional","Yes",,"Yes",,,,"$140.38","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"99341","Home/res vst new sf mdm 15","Professional","Yes",,"Yes",,,,"$53.42","Not Allowed","No","No","No","No","No","No",,,
"99342","Home/res vst new low mdm 30","Professional","Yes",,"Yes",,,,"$85.11","Not Allowed","No","No","No","No","No","No",,,
"99344","Home/res vst new mod mdm 60","Professional","Yes",,"Yes",,,,"$152.90","Not Allowed","No","No","No","No","No","No",,,
"99345","Home/res vst new high mdm 75","Professional","Yes",,"Yes",,,,"$216.28","Not Allowed","No","No","No","No","No","No",,,
"99347","Home/res vst est sf mdm 20","Professional","Yes",,"Yes",,,,"$49.00","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"99348","Home/res vst est low mdm 30","Professional","Yes",,"Yes",,,,"$82.90","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"99349","Home/res vst est mod mdm 40","Professional","Yes",,"Yes",,,,"$136.69","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"99350","Home/res vst est high mdm 60","Professional","Yes",,"Yes",,,,"$198.59","Not Allowed","No","No","No","No","No","No",,,
"99358","Prolong service w/o contact","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99359","Prolong serv w/o contact add","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99360","Physician standby services","Professional","Yes",,"No",,,,"$62.64","Not Allowed","No","No","No","No","No","No",,,
"99366","Team conf w/pat by hc prof","Professional","Yes","This code is not paid separately.","No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99367","Team conf w/o pat by phys","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99368","Team conf w/o pat by hc pro","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99374","Home health care supervision","Professional","Yes","This code is not paid separately.","No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99375","Home health care supervision","Professional","Yes","This code is not paid separately.","No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99377","Hospice care supervision","Professional","Yes","This code is not paid separately.","No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99378","Hospice care supervision","Professional","Yes","This code is not paid separately.","No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99379","Nursing fac care supervision","Professional","Yes","This code is not paid separately.","No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99380","Nursing fac care supervision","Professional","Yes","This code is not paid separately.","No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99381","Init pm e/m new pat infant","Professional","Yes",,"No",,,,"$119.38","Not Allowed","No","Yes","Yes","Yes","Yes","No",,,
"99382","Init pm e/m new pat 1-4 yrs","Professional","Yes",,"No",,,,"$124.90","Not Allowed","No","Yes","Yes","Yes","Yes","No",,,
"99383","Prev visit new age 5-11","Professional","Yes",,"No",,,,"$129.69","Not Allowed","No","Yes","Yes","Yes","Yes","No",,,
"99384","Prev visit new age 12-17","Professional","Yes",,"No",,,,"$145.53","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"99385","Prev visit new age 18-39","Professional","Yes",,"No",,,,"$141.48","Not Allowed","No","Yes","Yes","Yes","Yes","No",,,
"99386","Prev visit new age 40-64","Professional","Yes",,"No",,,,"$162.85","Not Allowed","No","Yes","Yes","Yes","Yes","No",,,
"99387","Init pm e/m new pat 65+ yrs","Professional","Yes",,"No",,,,"$176.85","Not Allowed","No","Yes","Yes","Yes","Yes","No",,,
"99391","Per pm reeval est pat infant","Professional","Yes",,"No",,,,"$107.22","Not Allowed","No","Yes","Yes","Yes","Yes","No",,,
"99392","Prev visit est age 1-4","Professional","Yes",,"No",,,,"$113.85","Not Allowed","No","Yes","Yes","Yes","Yes","No",,,
"99393","Prev visit est age 5-11","Professional","Yes",,"No",,,,"$113.85","Not Allowed","No","Yes","Yes","Yes","Yes","No",,,
"99394","Prev visit est age 12-17","Professional","Yes",,"No",,,,"$124.16","Not Allowed","No","Yes","Yes","Yes","Yes","No",,,
"99395","Prev visit est age 18-39","Professional","Yes",,"No",,,,"$127.48","Not Allowed","No","Yes","Yes","Yes","Yes","No",,,
"99396","Prev visit est age 40-64","Professional","Yes",,"No",,,,"$135.59","Not Allowed","No","Yes","Yes","Yes","Yes","No",,,
"99397","Per pm reeval est pat 65+ yr","Professional","Yes",,"No",,,,"$146.27","Not Allowed","No","Yes","Yes","Yes","Yes","No",,,
"99401","Prev med cnsl indiv apprx 15","Professional","Yes",,"Yes",,,,"$42.00","Not Allowed","No","No","No","No","No","No",,,
"99402","Prev med cnsl indiv apprx 30","Professional","Yes",,"Yes",,,,"$68.16","Not Allowed","No","No","No","No","No","No",,,
"99403","Prev med cnsl indiv apprx 45","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99404","Prev med cnsl indiv apprx 60","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99406","Behav chng smoking 3-10 min","Professional","Yes",,"Yes",,,,"$15.47","Not Allowed","No","No","No","No","Yes","No",,,"Modifier -93 is required if service is rendered as audio-only."
"99407","Behav chng smoking > 10 min","Professional","Yes",,"Yes",,,,"$29.48","Not Allowed","No","No","No","No","Yes","No",,,"Modifier -93 is required if service is rendered as audio-only."
"99408","Audit/dast 15-30 min","Professional","Yes",,"Yes",,,,"$36.84","Not Allowed","No","No","No","No","No","No",,,"Modifier -93 is required if service is rendered as audio-only."
"99409","Audit/dast over 30 min","Professional","Yes",,"Yes",,,,"$71.11","Not Allowed","No","No","No","No","No","No",,,"Modifier -93 is required if service is rendered as audio-only."
"99411","Preventive counseling group","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99412","Preventive counseling group","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99415","Prolng clin staff svc 1st hr","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99416","Prolng clin staff svc ea add","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99417","Prolng op e/m each 15 min","Professional","Yes",,"No",,,,"$33.16","Not Allowed","No","No","No","No","No","No",,,
"99418","Prolng ip/obs e/m ea 15 min","Professional","Yes",,"No",,,,"$42.37","Not Allowed","No","No","No","No","No","No",,,
"99421","Ol dig e/m svc 5-10 min","Professional","Yes",,"No",,,,"$16.21","Not Allowed","No","No","No","No","No","No",,,
"99422","Ol dig e/m svc 11-20 min","Professional","Yes",,"No",,,,"$31.69","Not Allowed","No","No","No","No","No","No",,,
"99423","Ol dig e/m svc 21+ min","Professional","Yes",,"No",,,,"$50.48","Not Allowed","No","No","No","No","No","No",,,
"99424","Prin care mgmt phys 1st 30","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99425","Prin care mgmt phys ea addl","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99426","Prin care mgmt staff 1st 30","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99427","Prin care mgmt staff ea addl","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99429","Unlisted preventive service","Professional","Yes","covered for sports physical only","No",,,,"$61.55","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"99437","Chrnc care mgmt phys ea addl","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99439","Chrnc care mgmt staf ea addl","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99445","Rem mntr physiol param 2-15","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"99446","Ntrprof ph1/ntrnet/ehr 5-10","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99447","Ntrprof ph1/ntrnet/ehr 11-20","Professional","Yes",,"No",,,,"$38.32","Not Allowed","No","No","No","No","No","No",,,"Code cannot be billed more than once per 7 days per member."
"99448","Ntrprof ph1/ntrnet/ehr 21-30","Professional","Yes",,"No",,,,"$57.11","Not Allowed","No","No","No","No","No","No",,,"Code cannot be billed more than once per 7 days per member."
"99449","Ntrprof ph1/ntrnet/ehr 31/>","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99450","Basic life disability exam","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99451","Ntrprof ph1/ntrnet/ehr 5/>","Professional","Yes",,"No",,,,"$36.84","Not Allowed","No","No","No","No","No","No",,,"Code cannot be billed more than once per 7 days per member."
"99452","Ntrprof ph1/ntrnet/ehr rfrl","Professional","Yes",,"No",,,,"$37.58","Not Allowed","No","No","No","No","No","No",,,"Code cannot be billed more than once per 14 days per member."
"99453","Rem mntr physiol param setup","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99454","Rem mntr physiol param 16-30","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99455","Work related disability exam","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99456","Disability examination","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99457","Rpm tx mgmt 1st 20 min","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99458","Rpm tx mgmt ea addl 20 min","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99459","Pelvic examination","Professional","Yes",,"No",,,,"$23.58","Not Allowed","No","No","No","No","Yes","No",,,
"99460","Init nb em per day hosp","Professional","Yes",,"No",,,,"$98.74","Not Allowed","No","No","No","No","No","No",,,
"99461","Init nb em per day non-fac","Professional","Yes",,"No",,,,"$99.48","Not Allowed","No","No","No","No","No","No",,,
"99462","Sbsq nb em per day hosp","Professional","Yes",,"No",,,,"$43.11","Not Allowed","No","No","No","No","No","No",,,
"99463","Same day nb discharge","Professional","Yes",,"No",,,,"$115.32","Not Allowed","No","No","No","No","No","No",,,
"99464","Attendance at delivery","Professional","Yes",,"No",,,,"$77.00","Not Allowed","No","No","No","No","No","No",,,
"99465","Nb resuscitation","Professional","Yes",,"No",,,,"$150.69","Not Allowed","No","No","No","No","No","No",,,
"99466","Ped crit care transport","Professional","Yes",,"No",,,,"$246.12","Not Allowed","No","No","No","No","No","No",,,
"99467","Ped crit care transport addl","Professional","Yes",,"No",,,,"$123.43","Not Allowed","No","No","No","No","No","No",,,
"99468","Neonate crit care initial","Professional","Yes",,"Yes",,,,"$949.11","Not Allowed","No","No","No","No","No","No",,,
"99469","Neonate crit care subsq","Professional","Yes",,"Yes",,,,"$410.81","Not Allowed","No","No","No","No","No","No",,,
"99470","Rpm tx mgmt 1st 10 min","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"99471","Ped critical care initial","Professional","Yes",,"Yes",,,,"$821.63","Not Allowed","No","No","No","No","No","No",,,
"99472","Ped critical care subsq","Professional","Yes",,"Yes",,,,"$422.60","Not Allowed","No","No","No","No","No","No",,,
"99473","Self-meas bp pt educaj/train","Professional","Yes",,"No",,,,"$15.84","Not Allowed","No","No","No","No","No","No",,,
"99474","Self-meas bp 2 readg bid 30d","Professional","Yes",,"No",,,,"$18.79","Not Allowed","No","No","No","No","No","No",,,
"99475","Ped crit care age 2-5 init","Professional","Yes",,"Yes",,,,"$595.03","Not Allowed","No","No","No","No","No","No",,,
"99476","Ped crit care age 2-5 subsq","Professional","Yes",,"Yes",,,,"$360.34","Not Allowed","No","No","No","No","No","No",,,
"99477","Init day hosp neonate care","Professional","Yes",,"Yes",,,,"$359.97","Not Allowed","No","No","No","No","No","No",,,
"99478","Sbsq ic vlbw inf<1,500 gm","Professional","Yes",,"Yes",,,,"$141.11","Not Allowed","No","No","No","No","No","No",,,
"99479","Sbsq ic lbw inf 1,500-2,500","Professional","Yes",,"Yes",,,,"$128.22","Not Allowed","No","No","No","No","No","No",,,
"99480","Sbsq ic inf pbw 2,501-5,000","Professional","Yes",,"Yes",,,,"$123.43","Not Allowed","No","No","No","No","No","No",,,
"99483","Assmt & care pln pt cog imp","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99484","Care mgmt svc bhvl hlth cond","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99485","Suprv interfacilty transport","Professional","Yes","This code is not paid separately.","No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99486","Suprv interfac trnsport addl","Professional","Yes","This code is not paid separately.","No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99487","Cplx chrnc care 1st 60 min","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99489","Cplx chrnc care ea addl 30","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99490","Chrnc care mgmt staff 1st 20","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99491","Chrnc care mgmt phys 1st 30","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99492","1st psyc collab care mgmt","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99493","Sbsq psyc collab care mgmt","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99494","1st/sbsq psyc collab care","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99495","Transj care mgmt mod f2f 14d","Professional","Yes",,"Yes",,,,"$226.22","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"99496","Transj care mgmt high f2f 7d","Professional","Yes",,"Yes",,,,"$306.18","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"99497","Advncd care plan 30 min","Professional","Yes",,"No",,,,"$88.79","Not Allowed","No","No","No","No","No","No",,,
"99498","Advncd care plan addl 30 min","Professional","Yes",,"No",,,,"$76.64","Not Allowed","No","No","No","No","No","No",,,
"99500","Home visit prenatal","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99501","Home visit postnatal","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99502","Home visit nb care","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99503","Home visit resp therapy","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99504","Home visit mech ventilator","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99505","Home visit stoma care","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99506","Home visit im injection","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99507","Home visit cath maintain","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99509","Home visit day life activity","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99510","Home visit sing/m/fam couns","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99511","Home visit fecal/enema mgmt","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99512","Home visit for hemodialysis","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99600","Unlisted home visit svc/px","Professional","Yes",,"No",,,,"$68.54","Not Allowed","No","No","No","No","Yes","No",,,
"99601","Home nfs visit <2 hrs","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99602","Home nfs visit each addl hr","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"99605","Mtms by pharm np 15 min","Professional","Yes",,"Yes",,,,"$75.75","Not Allowed","No","No","No","No","No","No",,,
"99606","Mtms by pharm est 15 min","Professional","Yes",,"Yes",,,,"$27.05","Not Allowed","No","No","No","No","No","No",,,"Modifier -93 is required if service is rendered as audio-only."
"99607","Mtms by pharm addl 15 min","Professional","Yes",,"Yes",,,,"$27.05","Not Allowed","No","No","No","No","No","No",,,"Modifier -93 is required if service is rendered as audio-only."
"A2001","Innovamatrix ac, per sq cm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A2002","Mirragen adv wnd mat per sq","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A2004","Xcellistem, per sq cm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A2005","Microlyte matrix, per sq cm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A2006","Novosorb synpath per sq cm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A2007","Restrata, per sq cm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A2008","Theragenesis, per sq cm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A2009","Symphony, per sq cm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A2010","Apis, per square centimeter","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A2011","Supra sdrm, per sq cm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A2012","Suprathel, per sq cm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A2013","Innovamatrix fs, per sq cm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A2014","Omeza collag per 100 mg","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A2015","Phoenix wnd mtrx, per sq cm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A2016","Permeaderm b, per sq cm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A2017","Permeaderm glove, each","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A2018","Permeaderm c, per sq cm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A2019","Kerecis marigen shld sq cm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A2020","Ac5 wound system","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A2021","Neomatrix per sq cm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A2022","Innovabrn/innovamatx xl sqcm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A2023","Innovamatrix pd, 1 mg","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A2024","Resolve or xenopatch sq cm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A2025","Miro3d per cubic cm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A2026","Restrata minimatrix, 5 mg","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A2027","Matriderm per sq cm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A2028","Micromatrix flex per mg","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A2029","Mirotract matrix sheet","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A2030","Miro3d fibers, per mg","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A2031","Mirodry, per sq cm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A2032","Myriad matrix, per sq cm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A2033","Myriad morcells, 4 mg","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A2034","Found drs solo, per sq cm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A2035","Corpl p therac p allac p mg","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A2036","Cohealyx col dml mx pr sq cm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A2037","G4derm plus, per ml","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A2038","Marigen pacto, per sq cm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A2039","Innovamatrix fd, per sq cm","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"A4100","Nosht skin sub fda clrd nos","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A4264","Intratubal occlusion device","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
"A4543","Supply trans elec nerve stim","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","Yes","No",,,
