"North Dakota Department of Health and Human Services",,,,,,,,,,,,,,,,
"ND Medicaid Durable Medical Equipment Services Fee Schedule",,,,,,,,,,,,,,,,
"Inclusion or exclusion of a procedure code, supply, product, or service does not imply Medicaid coverage, reimbursement, or lack thereof.",,,,,,,,,,,,,,,,
"Data Updated as of 02/08/2026",,,,,,,,,,,,,,,,
"Code","Short Description","Category","Covered","Coverage Notes","Modifier Required","Rental Rate","General Rate","FQHC Generate Encounter","RHC Generate Encounter","IHS/Tribal Generate Encounter","ORP Provider NPI Required","DME ICF Responsibility","DME NF Responsibility","DME SB Responsibility","Service Authorization Required","General Notes"
"L4392","Replace AFO soft interface","DME-Purchase","Yes",,,,"$31.01","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
"L4394","Replace foot drop spint","DME-Purchase","Yes",,,,"$22.37","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
"L4396","Static or dynami afo pre cst","DME-Purchase","Yes",,,,"$222.36","No","No","No","Yes","No","No","No","No","1 unit allowed every 6 months"
"L4397","Static or dynami afo pre ots","DME-Purchase","Yes",,,,"$0.00","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years. Invoice is required."
"L4398","Foot drop splint pre ots","DME-Purchase","Yes",,,,"$106.18","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L4631","Afo, walk boot type, cus fab","DME-Purchase","Yes",,,,"$1,290.72","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5000","Sho insert w arch toe filler","DME-Purchase","Yes",,,,"$697.47","No","No","No","Yes","No","No","No","No","1 unit allowed every 4 years"
"L5010","Mold socket ank hgt w/ toe f","DME-Purchase","Yes",,,,"$1,846.16","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5020","Tibial tubercle hgt w/ toe f","DME-Purchase","Yes",,,,"$3,235.85","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5050","Ank symes mold sckt sach ft","DME-Purchase","Yes",,,,"$3,348.55","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L5060","Symes met fr leath socket ar","DME-Purchase","Yes",,,,"$4,664.54","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L5100","Molded socket shin sach foot","DME-Purchase","Yes",,,,"$3,211.41","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L5105","Plast socket jts/thgh lacer","DME-Purchase","Yes",,,,"$5,267.86","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L5150","Mold sckt ext knee shin sach","DME-Purchase","Yes",,,,"$5,376.46","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5160","Mold socket bent knee shin s","DME-Purchase","Yes",,,,"$5,921.19","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5200","Kne sing axis fric shin sach","DME-Purchase","Yes",,,,"$4,561.81","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5210","No knee/ankle joints w/ ft b","DME-Purchase","Yes",,,,"$3,614.75","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5220","No knee joint with artic ali","DME-Purchase","Yes",,,,"$4,160.58","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5230","Fem focal defic constant fri","DME-Purchase","Yes",,,,"$7,010.59","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 4 years"
"L5250","Hip canad sing axi cons fric","DME-Purchase","Yes",,,,"$7,596.69","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5280","Hemipelvect canad sing axis","DME-Purchase","Yes",,,,"$7,869.06","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5301","BK mold socket SACH ft endo","DME-Purchase","Yes",,,,"$3,197.12","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5312","Knee disart, SACH ft, endo","DME-Purchase","Yes",,,,"$5,040.32","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5321","AK open end SACH","DME-Purchase","Yes",,,,"$4,537.69","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5331","Hip disart canadian SACH ft","DME-Purchase","Yes",,,,"$7,739.73","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 3 months"
"L5341","Hemipelvectomy canadian SACH","DME-Purchase","Yes",,,,"$8,384.44","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 3 months"
"L5400","Postop dress & 1 cast chg bk","DME-Purchase","Yes",,,,"$1,696.58","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 3 months"
"L5410","Postop dsg bk ea add cast ch","DME-Purchase","Yes",,,,"$577.47","No","No","No","Yes","No","No","No","No","1 unit allowed every 3 months"
"L5420","Postop dsg & 1 cast chg ak/d","DME-Purchase","Yes",,,,"$2,361.61","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 3 months"
"L5430","Postop dsg ak ea add cast ch","DME-Purchase","Yes",,,,"$694.68","No","No","No","Yes","No","No","No","No","1 unit allowed every 3 months"
"L5450","Postop app non-wgt bear dsg","DME-Purchase","Yes",,,,"$559.70","No","No","No","Yes","No","No","No","No","1 unit allowed every 6 months"
"L5460","Postop app non-wgt bear dsg","DME-Purchase","Yes",,,,"$792.94","No","No","No","Yes","No","No","No","No","1 unit allowed every 6 months"
"L5500","Init bk ptb plaster direct","DME-Purchase","Yes",,,,"$2,068.56","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 6 months"
"L5505","Init ak ischal plstr direct","DME-Purchase","Yes",,,,"$2,721.86","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 6 months"
"L5510","Prep BK ptb plaster molded","DME-Purchase","Yes",,,,"$2,328.81","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 6 months"
"L5520","Perp BK ptb thermopls direct","DME-Purchase","Yes",,,,"$1,987.51","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 6 months"
"L5530","Prep BK ptb thermopls molded","DME-Purchase","Yes",,,,"$2,544.95","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 6 months"
"L5535","Prep BK ptb open end socket","DME-Purchase","Yes",,,,"$2,342.61","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 6 months"
"L5540","Prep BK ptb laminated socket","DME-Purchase","Yes",,,,"$2,805.29","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 6 months"
"L5560","Prep AK ischial plast molded","DME-Purchase","Yes",,,,"$3,282.05","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 6 months"
"L5570","Prep AK ischial direct form","DME-Purchase","Yes",,,,"$3,475.14","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 6 months"
"L5580","Prep AK ischial thermo mold","DME-Purchase","Yes",,,,"$3,990.55","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 6 months"
"L5585","Prep AK ischial open end","DME-Purchase","Yes",,,,"$3,847.50","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 6 months"
"L5590","Prep AK ischial laminated","DME-Purchase","Yes",,,,"$4,243.97","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 6 months"
"L5595","Hip disartic sach thermopls","DME-Purchase","Yes",,,,"$5,566.09","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5600","Hip disart sach laminat mold","DME-Purchase","Yes",,,,"$6,145.26","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5611","Ak 4 bar link w/fric swing","DME-Purchase","Yes",,,,"$2,758.04","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5613","Ak 4 bar ling w/hydraul swig","DME-Purchase","Yes",,,,"$4,137.06","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5614","4-bar link above knee w/swng","DME-Purchase","Yes",,,,"$2,371.92","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5616","Ak univ multiplex sys frict","DME-Purchase","Yes",,,,"$2,465.03","No","No","No","Yes","No","No","No","Yes, for purchase","2 units allowed every 2 years"
"L5617","AK/BK self-aligning unit ea","DME-Purchase","Yes",,,,"$782.61","No","No","No","Yes","No","No","No","No","2 units allowed every 2 years"
"L5618","Test socket symes","DME-Purchase","Yes",,,,"$377.46","No","No","No","Yes","No","No","No","No","2 units allowed every 2 years"
"L5620","Test socket below knee","DME-Purchase","Yes",,,,"$382.34","No","No","No","Yes","No","No","No","No","2 units allowed every 2 years"
"L5622","Test socket knee disarticula","DME-Purchase","Yes",,,,"$499.87","No","No","No","Yes","No","No","No","No","2 units allowed every 2 years"
"L5624","Test socket above knee","DME-Purchase","Yes",,,,"$502.86","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L5626","Test socket hip disarticulat","DME-Purchase","Yes",,,,"$658.47","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5628","Test socket hemipelvectomy","DME-Purchase","Yes",,,,"$667.14","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5629","Below knee acrylic socket","DME-Purchase","Yes",,,,"$437.44","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5630","Syme typ expandabl wall sckt","DME-Purchase","Yes",,,,"$677.44","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5631","Ak/knee disartic acrylic soc","DME-Purchase","Yes",,,,"$606.20","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5632","Symes type ptb brim design s","DME-Purchase","Yes",,,,"$365.71","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5634","Symes type poster opening so","DME-Purchase","Yes",,,,"$560.24","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5636","Symes type medial opening so","DME-Purchase","Yes",,,,"$314.22","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5637","Below knee total contact","DME-Purchase","Yes",,,,"$397.84","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5638","Below knee leather socket","DME-Purchase","Yes",,,,"$896.38","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5640","Knee disarticulat leather so","DME-Purchase","Yes",,,,"$1,060.13","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5642","Above knee leather socket","DME-Purchase","Yes",,,,"$948.09","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5643","Hip flex inner socket ext fr","DME-Purchase","Yes",,,,"$2,868.39","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5645","Bk flex inner socket ext fra","DME-Purchase","Yes",,,,"$1,291.61","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5646","Below knee cushion socket","DME-Purchase","Yes",,,,"$861.89","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5647","Below knee suction socket","DME-Purchase","Yes",,,,"$1,341.13","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5648","Above knee cushion socket","DME-Purchase","Yes",,,,"$1,180.79","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5649","Isch containmt/narrow m-l so","DME-Purchase","Yes",,,,"$3,099.77","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5650","Tot contact ak/knee disart s","DME-Purchase","Yes",,,,"$663.00","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5651","Ak flex inner socket ext fra","DME-Purchase","Yes",,,,"$1,894.30","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5652","Suction susp ak/knee disart","DME-Purchase","Yes",,,,"$802.50","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5653","Knee disart expand wall sock","DME-Purchase","Yes",,,,"$1,072.17","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5654","Socket insert symes","DME-Purchase","Yes",,,,"$447.91","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5655","Socket insert below knee","DME-Purchase","Yes",,,,"$377.46","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5656","Socket insert knee articulat","DME-Purchase","Yes",,,,"$527.48","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5657","Add low ext man aut vol any","DME-Purchase","Yes",,,,"$0.00","No","No","No","Yes",,"No","No","Yes, for purchase","1 unit allowed every 5 years, invoice is required."
"L5658","Socket insert above knee","DME-Purchase","Yes",,,,"$575.19","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5661","Multi-durometer symes","DME-Purchase","Yes",,,,"$841.18","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5665","Multi-durometer below knee","DME-Purchase","Yes",,,,"$706.73","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5666","Below knee cuff suspension","DME-Purchase","Yes",,,,"$96.55","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5668","Bk molded distal cushion","DME-Purchase","Yes",,,,"$135.90","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5670","Bk molded supracondylar susp","DME-Purchase","Yes",,,,"$486.49","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5671","BK/AK locking mechanism","DME-Purchase","Yes",,,,"$914.44","No","No","No","Yes","No","No","No","No","2 units allowed every year"
"L5672","Bk removable medial brim sus","DME-Purchase","Yes",,,,"$533.50","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5673","Socket insert w lock mech","DME-Purchase","Yes",,,,"$1,045.33","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5676","Bk knee joints single axis p","DME-Purchase","Yes",,,,"$499.41","No","No","No","Yes","No","No","No","No","1 unit allowed every 3 years"
"L5677","Bk knee joints polycentric p","DME-Purchase","Yes",,,,"$680.90","No","No","No","Yes","No","No","No","No","2 units allowed every 2 years"
"L5678","Bk joint covers pair","DME-Purchase","Yes",,,,"$67.15","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L5679","Socket insert w/o lock mech","DME-Purchase","Yes",,,,"$871.39","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L5680","Bk thigh lacer non-molded","DME-Purchase","Yes",,,,"$513.67","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L5681","Intl custm cong/latyp insert","DME-Purchase","Yes",,,,"$1,851.34","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L5682","Bk thigh lacer glut/ischia m","DME-Purchase","Yes",,,,"$862.80","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L5683","Initial custom socket insert","DME-Purchase","Yes",,,,"$1,851.34","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L5684","Bk fork strap","DME-Purchase","Yes",,,,"$67.15","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5685","Below knee sus/seal sleeve","DME-Purchase","Yes",,,,"$174.46","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L5686","Bk back check","DME-Purchase","Yes",,,,"$82.72","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L5688","Bk waist belt webbing","DME-Purchase","Yes",,,,"$82.66","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L5690","Bk waist belt padded and lin","DME-Purchase","Yes",,,,"$134.47","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L5692","Ak pelvic control belt light","DME-Purchase","Yes",,,,"$189.65","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L5694","Ak pelvic control belt pad/l","DME-Purchase","Yes",,,,"$279.26","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5695","Ak sleeve susp neoprene/equa","DME-Purchase","Yes",,,,"$274.07","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L5696","Ak/knee disartic pelvic join","DME-Purchase","Yes",,,,"$255.10","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L5697","Ak/knee disartic pelvic band","DME-Purchase","Yes",,,,"$120.71","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L5698","Ak/knee disartic silesian ba","DME-Purchase","Yes",,,,"$142.94","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5699","Shoulder harness","DME-Purchase","Yes",,,,"$256.83","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5700","Replace socket below knee","DME-Purchase","Yes",,,,"$3,917.77","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5701","Replace socket above knee","DME-Purchase","Yes",,,,"$5,094.93","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L5702","Replace socket hip","DME-Purchase","Yes",,,,"$7,215.72","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L5704","Custom shape cover BK","DME-Purchase","Yes",,,,"$816.27","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L5705","Custom shape cover AK","DME-Purchase","Yes",,,,"$1,388.03","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L5706","Custom shape cvr knee disart","DME-Purchase","Yes",,,,"$1,370.39","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5707","Custom shape cvr hip disart","DME-Purchase","Yes",,,,"$1,890.97","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5710","Kne-shin exo sng axi mnl loc","DME-Purchase","Yes",,,,"$586.09","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5711","Knee-shin exo mnl lock ultra","DME-Purchase","Yes",,,,"$720.53","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5712","Knee-shin exo frict swg & st","DME-Purchase","Yes",,,,"$594.71","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5714","Knee-shin exo variable frict","DME-Purchase","Yes",,,,"$701.58","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5716","Knee-shin exo mech stance ph","DME-Purchase","Yes",,,,"$1,342.80","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5718","Knee-shin exo frct swg & sta","DME-Purchase","Yes",,,,"$1,678.96","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5722","Knee-shin pneum swg frct exo","DME-Purchase","Yes",,,,"$1,387.65","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5724","Knee-shin exo fluid swing ph","DME-Purchase","Yes",,,,"$2,180.56","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5726","Knee-shin ext jnts fld swg e","DME-Purchase","Yes",,,,"$2,411.57","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5728","Knee-shin fluid swg & stance","DME-Purchase","Yes",,,,"$3,959.52","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5780","Knee-shin pneum/hydra pneum","DME-Purchase","Yes",,,,"$1,587.58","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5781","Lower limb pros vacuum pump","DME-Purchase","Yes",,,,"$5,472.41","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5782","HD low limb pros vacuum pump","DME-Purchase","Yes",,,,"$5,928.07","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5783","Add low ext mec limb vol lam","DME-Purchase","Yes",,,,"$3,168.53","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5785","Exoskeletal bk ultralt mater","DME-Purchase","Yes",,,,"$697.89","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5790","Exoskeletal ak ultra-light m","DME-Purchase","Yes",,,,"$992.92","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5795","Exoskel hip ultra-light mate","DME-Purchase","Yes",,,,"$1,484.17","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5810","Endoskel knee-shin mnl lock","DME-Purchase","Yes",,,,"$746.40","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5811","Endo knee-shin mnl lck ultra","DME-Purchase","Yes",,,,"$1,306.61","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5812","Endo knee-shin frct swg & st","DME-Purchase","Yes",,,,"$959.21","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5814","Endo knee-shin hydral swg ph","DME-Purchase","Yes",,,,"$5,219.58","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5816","Endo knee-shin polyc mch sta","DME-Purchase","Yes",,,,"$1,172.17","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5818","Endo knee-shin frct swg & st","DME-Purchase","Yes",,,,"$1,456.17","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5822","Endo knee-shin pneum swg frc","DME-Purchase","Yes",,,,"$2,602.92","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5824","Endo knee-shin fluid swing p","DME-Purchase","Yes",,,,"$2,801.13","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5826","Miniature knee joint","DME-Purchase","Yes",,,,"$4,388.70","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5827","Endo knee shin single axis","DME-Purchase","Yes",,,,"$8,418.72","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 3 years"
"L5828","Endo knee-shin fluid swg/sta","DME-Purchase","Yes",,,,"$4,271.24","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5830","Endo knee-shin pneum/swg pha","DME-Purchase","Yes",,,,"$2,621.87","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5840","Multi-axial knee/shin system","DME-Purchase","Yes",,,,"$5,381.54","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5845","Knee-shin sys stance flexion","DME-Purchase","Yes",,,,"$2,515.99","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5850","Endo ak/hip knee extens assi","DME-Purchase","Yes",,,,"$234.21","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5855","Mech hip extension assist","DME-Purchase","Yes",,,,"$565.43","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5910","Endo below knee alignable sy","DME-Purchase","Yes",,,,"$602.75","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5920","Endo ak/hip alignable system","DME-Purchase","Yes",,,,"$688.84","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5925","Above knee manual lock","DME-Purchase","Yes",,,,"$618.84","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5930","High activity knee frame","DME-Purchase","Yes",,,,"$4,589.99","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5940","Endo bk ultra-light material","DME-Purchase","Yes",,,,"$923.05","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5950","Endo ak ultra-light material","DME-Purchase","Yes",,,,"$1,115.93","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5960","Endo hip ultra-light materia","DME-Purchase","Yes",,,,"$1,332.48","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5968","Multiaxial ankle w dorsiflex","DME-Purchase","Yes",,,,"$5,107.55","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5970","Foot external keel sach foot","DME-Purchase","Yes",,,,"$313.72","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5972","Flexible keel foot","DME-Purchase","Yes",,,,"$568.82","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5974","Foot single axis ankle/foot","DME-Purchase","Yes",,,,"$325.79","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5975","Combo ankle/foot prosthesis","DME-Purchase","Yes",,,,"$651.63","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5976","Energy storing foot","DME-Purchase","Yes",,,,"$809.41","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5978","Ft prosth multiaxial ankl/ft","DME-Purchase","Yes",,,,"$403.37","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5979","Multi-axial ankle/ft prosth","DME-Purchase","Yes",,,,"$3,792.31","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5980","Flex foot system","DME-Purchase","Yes",,,,"$5,368.40","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5981","Flex-walk sys low ext prosth","DME-Purchase","Yes",,,,"$4,477.44","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5982","Exoskeletal axial rotation u","DME-Purchase","Yes",,,,"$1,065.31","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 5 years"
"L5984","Endoskeletal axial rotation","DME-Purchase","Yes",,,,"$810.32","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5985","Lwr ext dynamic prosth pylon","DME-Purchase","Yes",,,,"$394.73","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"L5986","Multi-axial rotation unit","DME-Purchase","Yes",,,,"$1,166.98","No","No","No","Yes","No","No","No","Yes, for purchase","Limit varies"
"L5990","User adjustable heel height","DME-Purchase","Yes",,,,"$2,481.22","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L5999","Lowr extremity prosthes NOS","DME-Purchase","Yes",,,,"$0.00","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years. Invoice is required."
"L6000","Par hand robin-aids thum rem","DME-Purchase","Yes",,,,"$1,835.83","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6010","Hand robin-aids little/ring","DME-Purchase","Yes",,,,"$2,175.41","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6020","Part hand robin-aids no fing","DME-Purchase","Yes",,,,"$1,935.81","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6050","Wrst MLd sck flx hng tri pad","DME-Purchase","Yes",,,,"$2,825.27","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6055","Wrst mold sock w/exp interfa","DME-Purchase","Yes",,,,"$3,911.23","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6100","Elb mold sock flex hinge pad","DME-Purchase","Yes",,,,"$2,795.96","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
